acc	assay_type	consent	experiment	instrument	platform	sample_acc	biosample	organism	sra_study	releasedate	bioproject	mbytes	mbases	access	taxid
SRR2058709	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058710	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	463	808	public	9606.0
SRR2058711	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058712	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	121	204	public	9606.0
SRR2058713	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058714	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	35	58	public	9606.0
SRR2058715	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058716	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	118	204	public	9606.0
SRR2058717	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058718	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058719	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	102	173	public	9606.0
SRR2058720	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058721	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058722	ChIP-Seq	public	SRX1055101	Illumina HiSeq 2500	ILLUMINA	SRS957813	SAMN03768434	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058723	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058724	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	121	204	public	9606.0
SRR2058725	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058726	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	105	178	public	9606.0
SRR2058727	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058728	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058729	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	121	204	public	9606.0
SRR2058730	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058731	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	85	144	public	9606.0
SRR2058732	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058733	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058734	ChIP-Seq	public	SRX1055102	Illumina HiSeq 2500	ILLUMINA	SRS957812	SAMN03768435	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058735	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058736	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058737	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	118	204	public	9606.0
SRR2058738	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	114	196	public	9606.0
SRR2058739	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058740	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	118	204	public	9606.0
SRR2058741	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058742	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058743	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	88	149	public	9606.0
SRR2058744	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058745	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	118	204	public	9606.0
SRR2058746	ChIP-Seq	public	SRX1055103	Illumina HiSeq 2500	ILLUMINA	SRS957811	SAMN03768436	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	117	204	public	9606.0
SRR2058747	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058748	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058749	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058750	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	118	204	public	9606.0
SRR2058751	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	22	36	public	9606.0
SRR2058752	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058753	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	118	204	public	9606.0
SRR2058754	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	120	204	public	9606.0
SRR2058755	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058756	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	109	187	public	9606.0
SRR2058757	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	119	204	public	9606.0
SRR2058758	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	118	204	public	9606.0
SRR2058759	ChIP-Seq	public	SRX1055104	Illumina HiSeq 2500	ILLUMINA	SRS957810	SAMN03768437	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	117	204	public	9606.0
SRR2099775	RNA-Seq	public	SRX1094466	Illumina HiSeq 2000	ILLUMINA	SRS989853	SAMN02691287	Escherichia coli	SRP061026	2015-07-14 00:00:00 UTC	PRJNA241973	1687	3064	public	562.0
SRR2339125	WGS	public	SRX1219304	Illumina HiSeq 2500	ILLUMINA	SRS1063315	SAMN04033046	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	301	384	public	1392.0
SRR2339184	WGS	public	SRX1219320	Illumina HiSeq 2500	ILLUMINA	SRS1063313	SAMN04033047	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	647	964	public	1392.0
SRR2339213	WGS	public	SRX1219349	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063319	SAMN04033056	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	401	611	public	1392.0
SRR2339241	WGS	public	SRX1219363	Illumina HiSeq 2500	ILLUMINA	SRS1063317	SAMN04033146	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	176	258	public	1392.0
SRR2339291	WGS	public	SRX1219384	Illumina HiSeq 2500	ILLUMINA	SRS1063324	SAMN04033147	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	184	272	public	1392.0
SRR2339356	WGS	public	SRX1219406	Illumina HiSeq 2500	ILLUMINA	SRS1063329	SAMN04033148	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	220	369	public	1392.0
SRR2339381	WGS	public	SRX1219411	Illumina HiSeq 2500	ILLUMINA	SRS1063327	SAMN04033149	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	325	562	public	1392.0
SRR2339406	WGS	public	SRX1219417	Illumina HiSeq 2500	ILLUMINA	SRS1063335	SAMN04033150	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	240	419	public	1392.0
SRR2339493	WGS	public	SRX1219449	Illumina HiSeq 2500	ILLUMINA	SRS1063332	SAMN04033151	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	323	549	public	1392.0
SRR2339516	WGS	public	SRX1219469	Illumina HiSeq 2500	ILLUMINA	SRS1063339	SAMN04033152	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	214	305	public	1392.0
SRR2339549	WGS	public	SRX1219470	Illumina HiSeq 2500	ILLUMINA	SRS1063338	SAMN04033153	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	184	261	public	1392.0
SRR2339584	WGS	public	SRX1219502	Illumina HiSeq 2500	ILLUMINA	SRS1063341	SAMN04033154	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	437	710	public	1392.0
SRR2339613	WGS	public	SRX1219503	Illumina HiSeq 2500	ILLUMINA	SRS1063340	SAMN04033155	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	305	487	public	1392.0
SRR2339614	WGS	public	SRX1219504	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063342	SAMN04033057	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	852	1264	public	1392.0
SRR2339615	WGS	public	SRX1219505	Illumina HiSeq 2500	ILLUMINA	SRS1063343	SAMN04033156	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	412	673	public	1392.0
SRR2339616	WGS	public	SRX1219506	Illumina HiSeq 2500	ILLUMINA	SRS1063345	SAMN04033157	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	387	625	public	1392.0
SRR2339617	WGS	public	SRX1219507	Illumina HiSeq 2500	ILLUMINA	SRS1063344	SAMN04033158	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	205	292	public	1392.0
SRR2339618	WGS	public	SRX1219508	Illumina HiSeq 2500	ILLUMINA	SRS1063347	SAMN04033159	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	489	873	public	1392.0
SRR2339619	WGS	public	SRX1219509	Illumina HiSeq 2500	ILLUMINA	SRS1063346	SAMN04033160	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	207	314	public	1392.0
SRR2339620	WGS	public	SRX1219510	Illumina HiSeq 2500	ILLUMINA	SRS1063348	SAMN04033058	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	497	709	public	1392.0
SRR2339621	WGS	public	SRX1219511	Illumina HiSeq 2500	ILLUMINA	SRS1063350	SAMN04033059	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	502	715	public	1392.0
SRR2339622	WGS	public	SRX1219512	Illumina HiSeq 2500	ILLUMINA	SRS1063349	SAMN04033060	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	701	1018	public	1392.0
SRR2339623	WGS	public	SRX1219513	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063351	SAMN04033061	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	676	1023	public	1392.0
SRR2339624	WGS	public	SRX1219514	Illumina HiSeq 2500	ILLUMINA	SRS1063352	SAMN04033062	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	499	715	public	1392.0
SRR2339625	WGS	public	SRX1219515	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063353	SAMN04033063	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	1951	3206	public	1392.0
SRR2339626	WGS	public	SRX1219516	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063354	SAMN04033064	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	502	743	public	1392.0
SRR2339627	WGS	public	SRX1219517	Illumina HiSeq 2500	ILLUMINA	SRS1063355	SAMN04033065	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	983	1424	public	1392.0
SRR2339629	WGS	public	SRX1219519	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063357	SAMN04033066	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	760	1158	public	1392.0
SRR2339630	WGS	public	SRX1219520	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063358	SAMN04033067	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	610	925	public	1392.0
SRR2339631	WGS	public	SRX1219521	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063359	SAMN04033068	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	873	1348	public	1392.0
SRR2339632	WGS	public	SRX1219522	Illumina HiSeq 2500	ILLUMINA	SRS1063360	SAMN04033069	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	363	582	public	1392.0
SRR2339633	WGS	public	SRX1219523	Illumina HiSeq 2500	ILLUMINA	SRS1063361	SAMN04033070	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	279	448	public	1392.0
SRR2339634	WGS	public	SRX1219524	Illumina HiSeq 2500	ILLUMINA	SRS1063362	SAMN04033071	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	309	501	public	1392.0
SRR2339635	WGS	public	SRX1219525	Illumina HiSeq 2500	ILLUMINA	SRS1063363	SAMN04033072	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	296	479	public	1392.0
SRR2339636	WGS	public	SRX1219526	Illumina HiSeq 2500	ILLUMINA	SRS1063364	SAMN04033073	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	644	954	public	1392.0
SRR2339637	WGS	public	SRX1219527	Illumina HiSeq 2500	ILLUMINA	SRS1063365	SAMN04033074	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	453	673	public	1392.0
SRR2339638	WGS	public	SRX1219528	Illumina HiSeq 2500	ILLUMINA	SRS1063366	SAMN04033075	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	689	1026	public	1392.0
SRR2339639	WGS	public	SRX1219529	Illumina HiSeq 2500	ILLUMINA	SRS1063367	SAMN04033049	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	1035	1521	public	1392.0
SRR2339640	WGS	public	SRX1219530	Illumina HiSeq 2500	ILLUMINA	SRS1063368	SAMN04033076	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	514	759	public	1392.0
SRR2339641	WGS	public	SRX1219531	Illumina HiSeq 2500	ILLUMINA	SRS1063370	SAMN04033077	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	585	874	public	1392.0
SRR2339642	WGS	public	SRX1219532	Illumina HiSeq 2500	ILLUMINA	SRS1063369	SAMN04033078	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	539	807	public	1392.0
SRR2339643	WGS	public	SRX1219533	Illumina HiSeq 2500	ILLUMINA	SRS1063371	SAMN04033079	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	702	1055	public	1392.0
SRR2339644	WGS	public	SRX1219534	Illumina HiSeq 2500	ILLUMINA	SRS1063372	SAMN04033080	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	816	1217	public	1392.0
SRR2339645	WGS	public	SRX1219535	Illumina HiSeq 2500	ILLUMINA	SRS1063373	SAMN04033081	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	273	410	public	1392.0
SRR2339647	WGS	public	SRX1219536	Illumina HiSeq 2500	ILLUMINA	SRS1063374	SAMN04033082	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	1051	1586	public	1392.0
SRR2339648	WGS	public	SRX1219537	Illumina HiSeq 2500	ILLUMINA	SRS1063375	SAMN04033083	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	1033	1553	public	1392.0
SRR2339651	WGS	public	SRX1219540	Illumina HiSeq 2500	ILLUMINA	SRS1063378	SAMN04033084	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	860	1302	public	1392.0
SRR2339652	WGS	public	SRX1219541	Illumina HiSeq 2500	ILLUMINA	SRS1063381	SAMN04033085	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	1270	1946	public	1392.0
SRR2339653	WGS	public	SRX1219543	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063380	SAMN04033050	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	538	827	public	1392.0
SRR2339676	WGS	public	SRX1219563	Illumina HiSeq 2500	ILLUMINA	SRS1063384	SAMN04033086	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	1467	2230	public	1392.0
SRR2339728	WGS	public	SRX1219583	Illumina HiSeq 2500	ILLUMINA	SRS1063387	SAMN04033087	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	775	1114	public	1392.0
SRR2339757	WGS	public	SRX1219607	Illumina HiSeq 2500	ILLUMINA	SRS1063398	SAMN04033088	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	616	880	public	1392.0
SRR2339823	WGS	public	SRX1219633	Illumina HiSeq 2500	ILLUMINA	SRS1063390	SAMN04033089	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	383	547	public	1392.0
SRR2339898	WGS	public	SRX1219669	Illumina HiSeq 2500	ILLUMINA	SRS1063402	SAMN04033090	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	600	854	public	1392.0
SRR2339940	WGS	public	SRX1219670	Illumina HiSeq 2500	ILLUMINA	SRS1063401	SAMN04033091	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	526	753	public	1392.0
SRR2339961	WGS	public	SRX1219684	Illumina HiSeq 2500	ILLUMINA	SRS1063411	SAMN04033092	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	564	811	public	1392.0
SRR2340010	WGS	public	SRX1219705	Illumina HiSeq 2500	ILLUMINA	SRS1063406	SAMN04033093	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	691	1053	public	1392.0
SRR2340041	WGS	public	SRX1219736	Illumina HiSeq 2500	ILLUMINA	SRS1063415	SAMN04033094	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	198	302	public	1392.0
SRR2340073	WGS	public	SRX1219743	Illumina HiSeq 2500	ILLUMINA	SRS1063425	SAMN04033095	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	465	690	public	1392.0
SRR2340119	WGS	public	SRX1219744	Illumina HiSeq 2500	ILLUMINA	SRS1063424	SAMN04033051	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	578	826	public	1392.0
SRR2340171	WGS	public	SRX1219754	Illumina HiSeq 2500	ILLUMINA	SRS1063428	SAMN04033096	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	622	918	public	1392.0
SRR2340230	WGS	public	SRX1219784	Illumina HiSeq 2500	ILLUMINA	SRS1063433	SAMN04033097	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	636	942	public	1392.0
SRR2340252	WGS	public	SRX1219804	Illumina HiSeq 2500	ILLUMINA	SRS1063430	SAMN04033098	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	466	671	public	1392.0
SRR2340304	WGS	public	SRX1219808	Illumina HiSeq 2500	ILLUMINA	SRS1063435	SAMN04033099	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	170	269	public	1392.0
SRR2340305	WGS	public	SRX1219809	Illumina HiSeq 2500	ILLUMINA	SRS1063434	SAMN04033100	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	209	334	public	1392.0
SRR2340349	WGS	public	SRX1219830	Illumina HiSeq 2500	ILLUMINA	SRS1063436	SAMN04033101	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	654	978	public	1392.0
SRR2340350	WGS	public	SRX1219846	Illumina HiSeq 2500	ILLUMINA	SRS1063443	SAMN04033102	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	733	1107	public	1392.0
SRR2340435	WGS	public	SRX1219866	Illumina HiSeq 2500	ILLUMINA	SRS1063440	SAMN04033103	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	620	923	public	1392.0
SRR2340460	WGS	public	SRX1219881	Illumina HiSeq 2500	ILLUMINA	SRS1063446	SAMN04033104	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	250	396	public	1392.0
SRR2340461	WGS	public	SRX1219882	Illumina HiSeq 2500	ILLUMINA	SRS1063445	SAMN04033105	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	423	672	public	1392.0
SRR2340462	WGS	public	SRX1219883	Illumina Genome Analyzer IIx	ILLUMINA	SRS1063449	SAMN04033052	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	767	1186	public	1392.0
SRR2340463	WGS	public	SRX1219884	Illumina HiSeq 2500	ILLUMINA	SRS1063448	SAMN04033106	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	527	820	public	1392.0
SRR2340464	WGS	public	SRX1219885	Illumina HiSeq 2500	ILLUMINA	SRS1063450	SAMN04033107	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	178	287	public	1392.0
SRR2340465	WGS	public	SRX1219886	Illumina HiSeq 2500	ILLUMINA	SRS1063451	SAMN04033108	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	697	1078	public	1392.0
SRR2340466	WGS	public	SRX1219887	Illumina HiSeq 2500	ILLUMINA	SRS1063453	SAMN04033109	Bacillus anthracis	SRP051684	2016-02-17 00:00:00 UTC	PRJNA264742	463	725	public	1392.0
